#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
625638588|2023-02-06T11:51:21.357|38.1139|37.8033|9.0|ISC|ISC|ISC|637583391|mb|4.49|ISC|Turkey|earthquake
625729934|2023-02-06T11:55:57.839|38.0440|36.6459|7.4|ISC|ISC|ISC|637583392|MW|4.40|AFAD|Turkey|earthquake
625615501|2023-02-06T11:58:22.496|37.7581|37.0347|10.0|ISC|ISC|ISC|637583393|mb|3.99|ISC|Turkey|earthquake
625729935|2023-02-06T11:58:36.544|38.0724|37.6138|6.6|ISC|ISC|ISC|637583394|MW|4.80|AFAD|Turkey|earthquake
625729937|2023-02-06T12:00:44.618|38.1050|37.9308|1.5|ISC|ISC|ISC|637583395|mb|4.27|ISC|Turkey|earthquake
625614313|2023-02-06T12:02:12.617|38.1241|36.4689|12.7|ISC|ISC|ISC|637583396|MW|5.90|AFAD|Turkey|earthquake
625729938|2023-02-06T12:07:33.010|38.0174|36.3666|6.8|ISC|ISC|ISC|637583398|mb|4.44|ISC|Turkey|earthquake
625615516|2023-02-06T12:13:14.327|37.9208|37.7187|10.4|ISC|ISC|ISC|637583400|mb|4.09|ISC|Turkey|earthquake
625729939|2023-02-06T12:13:47.570|37.9853|37.5093|9.7|ISC|ISC|ISC|637583401|MW|5.10|AFAD|Turkey|earthquake
625638589|2023-02-06T12:21:18.817|38.0655|36.4250|10.1|ISC|ISC|ISC|637583404|Mws|4.23|GSI|Turkey|earthquake
625638591|2023-02-06T12:31:40.161|37.9549|37.4530|11.0|ISC|ISC|ISC|637583408|mb|4.15|ISC|Turkey|earthquake
625729947|2023-02-06T12:33:15.830|38.0946|38.4737|13.1|ISC|ISC|ISC|637583410|mb|4.18|ISC|Turkey|earthquake
625615519|2023-02-06T12:34:42.703|38.2150|38.2431|3.3|ISC|ISC|ISC|637583411|MW|4.80|AFAD|Turkey|earthquake
625615568|2023-02-06T12:36:34.405|38.0189|37.9656|4.4|ISC|ISC|ISC|637583412|MW|4.60|AFAD|Turkey|earthquake
625729950|2023-02-06T12:45:20.906|38.0007|36.4451|10.0|ISC|ISC|ISC|637583416|MW|4.30|AFAD|Turkey|earthquake
625638593|2023-02-06T12:48:00.069|38.1278|37.0010|0.0|ISC|ISC|ISC|637583417|MW|4.30|AFAD|Turkey|earthquake
625729953|2023-02-06T12:54:40.437|38.0723|36.7606|7.9|ISC|ISC|ISC|637583421|MW|4.60|AFAD|Turkey|earthquake
642689061|2023-02-06T12:58:45.000|37.9750|36.6210|7.0|AFAD|AFAD|AFAD|637574458|MW|4.10|AFAD|Turkey|earthquake
642749818|2023-02-06T13:00:07.500|38.3375|37.3762|5.4|ISK|ISK|ISK|620353616|ML|4.40|ISK|Turkey|earthquake
642749816|2023-02-06T13:00:13.000|38.3370|38.1940|7.1|AFAD|AFAD|AFAD|637574457|ML|4.30|AFAD|Turkey|earthquake
625638594|2023-02-06T13:00:18.306|38.1322|36.7087|6.0|ISC|ISC|ISC|637583423|mb|4.40|ISC|Turkey|earthquake
626661330|2023-02-06T13:03:17.015|37.9911|37.4871|4.6|ISC|ISC|ISC|637583426|MW|4.30|AFAD|Turkey|earthquake
625729955|2023-02-06T13:06:38.303|38.0750|37.3333|11.0|ISC|ISC|ISC|637583427|mb|4.43|ISC|Turkey|earthquake
625615512|2023-02-06T13:07:43.838|38.0308|37.4945|7.5|ISC|ISC|ISC|637583428|mb|4.91|ISC|Turkey|earthquake
642748768|2023-02-06T13:09:14.100|38.0018|36.0977|5.4|ISK|ISK|ISK|620353621|ML|4.00|ISK|Turkey|earthquake
625638596|2023-02-06T13:09:21.704|36.3401|36.2072|10.0|ISC|ISC|ISC|637583429|Mws|4.44|GSI|Jordan-Syria region|earthquake
625616343|2023-02-06T13:11:57.567|37.9801|36.6474|6.0|ISC|ISC|ISC|637583431|mb|4.62|ISC|Turkey|earthquake
625729957|2023-02-06T13:12:26.656|38.0303|36.6122|1.6|ISC|ISC|ISC|637583432|mb|4.60|ISC|Turkey|earthquake
625638597|2023-02-06T13:14:01.123|37.9292|38.0467|7.3|ISC|ISC|ISC|637583433|MW|4.30|AFAD|Turkey|earthquake
625615504|2023-02-06T13:17:43.525|38.1035|36.6057|8.6|ISC|ISC|ISC|637583435|Mws|4.75|GSI|Turkey|earthquake
626661333|2023-02-06T13:22:01.426|38.0457|37.3711|11.0|ISC|ISC|ISC|637583437|mb|4.10|ISC|Turkey|earthquake
625729961|2023-02-06T13:28:49.677|38.1437|37.7690|9.0|ISC|ISC|ISC|637583440|mb|4.00|ISC|Turkey|earthquake
625729963|2023-02-06T13:31:39.192|36.4723|36.3275|5.5|ISC|ISC|ISC|637583441|Mws|4.36|GSI|Jordan-Syria region|earthquake
625729964|2023-02-06T13:32:16.111|38.2414|38.6026|10.0|ISC|ISC|ISC|637583442|mb|4.25|ISC|Turkey|earthquake
625729967|2023-02-06T13:33:15.123|38.0183|37.6141|11.0|ISC|ISC|ISC|637583443|MW|4.10|AFAD|Turkey|earthquake
625615535|2023-02-06T13:39:24.216|38.0028|37.6271|14.0|ISC|ISC|ISC|637583445|Mws|5.27|GSI|Turkey|earthquake
625615541|2023-02-06T13:44:50.914|37.9993|37.5586|11.4|ISC|ISC|ISC|637583446|Mws|5.05|GSI|Turkey|earthquake
625729975|2023-02-06T13:58:49.417|38.1206|36.5814|1.5|ISC|ISC|ISC|637583450|MW|4.20|AFAD|Turkey|earthquake
625729977|2023-02-06T14:03:07.266|38.1186|37.8398|4.2|ISC|ISC|ISC|637583452|MW|4.10|AFAD|Turkey|earthquake
625638600|2023-02-06T14:04:49.239|38.0021|36.4596|9.0|ISC|ISC|ISC|637583453|MW|4.40|AFAD|Turkey|earthquake
625615545|2023-02-06T14:10:10.836|37.9693|37.4866|7.0|ISC|ISC|ISC|637583455|MW|4.70|AFAD|Turkey|earthquake
625638602|2023-02-06T14:17:16.728|37.9477|37.4839|5.5|ISC|ISC|ISC|637583459|mb|4.35|ISC|Turkey|earthquake
625729988|2023-02-06T14:27:44.222|36.8974|36.5136|11.3|ISC|ISC|ISC|637583466|Mws|4.61|GSI|Jordan-Syria region|earthquake
